baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ensembl_transcript_id	hgnc_symbol	wikigene_description	name_1006	definition_1006	namespace_1003
7.43678963882946	-1.73212475926287	0.510603625784702	-3.39230798958961	0.000693064884131059	0.00648895464054313	ENST00000390435	TRAV8-3		membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	cellular_component
9.63685810025207	-1.58799317839994	0.457426759317147	-3.47157910212887	0.000517406870470334	0.00509385654499199	ENST00000390345	TRGV4		membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	cellular_component
10.5061874753359	-2.15751265821887	0.787675887330143	-2.73908684132993	0.00616100973541556	0.0372565836662169	ENST00000390393	TRBV19		membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	cellular_component
200.823828793985	-0.837632621536046	0.267516475201866	-3.13114405721731	0.0017412672317683	0.0137345907801026	ENST00000633705	TRBC1		membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	cellular_component
13.103786832197	4.0019740111229	0.723547804875871	5.53104298590121	3.18332296864995e-08	1.20984532787486e-06	ENST00000645217	PCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial	GTP binding	Binding to GTP, guanosine triphosphate.	molecular_function
62.8007636691198	1.38488253285815	0.192928219380803	7.17822689341605	7.06212916988417e-13	7.13758218286286e-11	ENST00000645537	PSME1	proteasome activator subunit 1	proteasome activator complex	A multisubunit complex that activates the hydrolysis of small nonubiquitinated peptides by binding to the proteasome core complex.	cellular_component
9.76400023990809	5.60775818838165	1.55331632403328	3.6101842886842	0.000305979529960348	0.00333440521766548	ENST00000645325	PSME2	proteasome activator subunit 2	proteasome activator complex	A multisubunit complex that activates the hydrolysis of small nonubiquitinated peptides by binding to the proteasome core complex.	cellular_component
16.9986682894359	4.40077669688061	0.592466090646137	7.42789632412746	1.10338384994518e-13	1.29011534031532e-11	ENST00000644546	IPO4	importin 4	protein binding	Binding to a protein.	molecular_function
7.61812474549397	3.60459836751155	1.33035567361084	2.70949975184305	0.00673847555553294	0.0398158973297647	ENST00000643406	IPO4	importin 4			
8.50007146554111	-1.50047762810148	0.469889635313238	-3.19325542709881	0.00140678449294213	0.0116220512744018	ENST00000646659	LTB4R	leukotriene B4 receptor	G protein-coupled receptor signaling pathway	The series of molecular signals initiated by a ligand binding to its receptor, in which the  activated receptor promotes the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, and ends with regulation of a downstream cellular process.  The pathway can start from the plasma membrane, Golgi or nuclear membrane.	biological_process
37.537189566553	0.846176817675549	0.243004773589919	3.48214072166134	0.000497422216630062	0.00493376317363061	ENST00000625241	FBL	fibrillarin	RNA binding	Binding to an RNA molecule or a portion thereof.	molecular_function
17.5353144429154	2.89357965695082	0.773370830473643	3.74151641480799	0.000182913227932381	0.00216474732721082	ENST00000629691	PSMC4	proteasome 26S subunit, ATPase 4	ATP binding	Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.	molecular_function
108.944056496316	-1.59067818160406	0.371479810056945	-4.28200440115499	1.85217317866308e-05	0.000321253457873351	ENST00000711216	P2RY8	P2Y receptor family member 8	G protein-coupled purinergic nucleotide receptor activity	Combining with a purine nucleotide and transmitting the signal across the membrane by activating an associated G-protein; promotes the exchange of GDP for GTP on the alpha subunit of a heterotrimeric G-protein complex.	molecular_function
145.40273227416	0.807609374968495	0.153672945143683	5.2553777388296	1.47720960503528e-07	4.77438948281079e-06	ENST00000711214	SLC25A6	solute carrier family 25 member 6	transmembrane transport	The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other.	biological_process
27.0373364105888	-0.846145430182426	0.289912974844303	-2.91861870148049	0.00351585988259594	0.0241481502717206	ENST00000711185	AKAP17A	A-kinase anchoring protein 17A	nucleic acid binding	Binding to a nucleic acid.	molecular_function
8.14324523501174	2.5939968341841	0.553135533253656	4.68962248533499	2.73709554504516e-06	6.21064476585189e-05	ENST00000644756	PAK1IP1	PAK1 interacting protein 1	protein binding	Binding to a protein.	molecular_function
35.2041540787372	-1.27351648783516	0.390967317901303	-3.25734768489434	0.00112458594162872	0.00962678499644876	ENST00000626413	DUSP16	dual specificity phosphatase 16	phosphatase activity	Catalysis of the hydrolysis of phosphoric monoesters, releasing inorganic phosphate.	molecular_function
486.582948191541	1.53521282081866	0.182147953827123	8.42838356710682	3.50472648224936e-17	7.82735374018771e-15	ENST00000707468	ACTG1	actin gamma 1			
9.27893511432888	2.56368081044519	0.562641415384466	4.55650924433526	5.20107511114986e-06	0.000108708485787934	ENST00000672043	EIF5A	eukaryotic translation initiation factor 5A	RNA binding	Binding to an RNA molecule or a portion thereof.	molecular_function
104.868873418898	2.54654576102802	0.347562665843322	7.32686796163538	2.35593732756164e-13	2.61614336647724e-11	ENST00000673259	EIF5A	eukaryotic translation initiation factor 5A	RNA binding	Binding to an RNA molecule or a portion thereof.	molecular_function
51.8662579941091	-1.03042544917605	0.219689755377822	-4.69036640968498	2.72716237366008e-06	6.20226619007338e-05	ENST00000672212	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	protein binding	Binding to a protein.	molecular_function
6.19479200745958	-2.12307609281266	0.636392032690203	-3.33611356483806	0.000849584507364925	0.00761713633418701	ENST00000672241	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1			
11.6229156714133	-1.48209265254467	0.44571755697235	-3.32518346957692	0.000883603684962302	0.00784780627613748	ENST00000673295	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1			
7.80596073909206	-2.99525860375448	0.713462784329856	-4.19819879822867	2.69046398302838e-05	0.000442701594293503	ENST00000672180	CLSTN3	calsyntenin 3			
72.1970931719267	1.42284795414313	0.278214070056665	5.11421997404135	3.1504005923031e-07	9.30468240315138e-06	ENST00000631021	RCC2	regulator of chromosome condensation 2	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.	cellular_component
83.7075585195241	2.89041951916538	0.605780867195387	4.7713945350359	1.82954770865687e-06	4.36565663925242e-05	ENST00000672405	LDHA	lactate dehydrogenase A	cytoplasm	The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.	cellular_component
108.887350811489	-0.57451142262364	0.160867644811601	-3.57132985502756	0.000355173246879749	0.00375520139799403	ENST00000381989	PARP4	poly(ADP-ribose) polymerase family member 4	NAD+ ADP-ribosyltransferase activity	Catalysis of the reaction: NAD+ + (ADP-D-ribosyl)(n)-acceptor = nicotinamide + (ADP-D-ribosyl)(n+1)-acceptor.	molecular_function
7.28719197394256	1.30535957607929	0.47510839287368	2.74749845647613	0.00600517915530425	0.0364473117770939	ENST00000382172	MIPEP	mitochondrial intermediate peptidase	proteolysis	The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds.	biological_process
6.53871933291888	-2.39063755654508	0.842077270023485	-2.8389764712191	0.00452584939774083	0.0291700092344016	ENST00000405805	HMGB1	high mobility group box 1	DNA binding	Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).	molecular_function
8.43798625887803	6.57833136426197	1.22276556121616	5.37987949032452	7.45357163891356e-08	2.59465224985438e-06	ENST00000399494	HMGB1	high mobility group box 1	DNA binding	Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).	molecular_function
87.1455185792101	1.50940746812477	0.271675985479321	5.55591052871938	2.76168314030861e-08	1.07424610136819e-06	ENST00000382751	URB1	URB1 ribosome biogenesis homolog	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.	cellular_component
45.9813537925696	0.942265350187934	0.235710167675402	3.99755920366376	6.39989872336271e-05	0.000912559447089531	ENST00000261667	KPNA3	karyopherin subunit alpha 3	protein binding	Binding to a protein.	molecular_function
409.852863114223	0.353758509651263	0.0843395003036623	4.19445821207814	2.7352456867863e-05	0.00044784578678955	ENST00000630979	RPL7A	ribosomal protein L7a	ribonucleoprotein complex	A macromolecular complex that contains both RNA and protein molecules.	cellular_component
64.6160717650456	1.30330442323091	0.308631568766859	4.22284871388327	2.41233751958669e-05	0.000402603130787781	ENST00000629578	SURF4	surfeit 4	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	cellular_component
90.4759744132038	-0.639222553632552	0.184214094016999	-3.46999808588785	0.000520462073887693	0.00511380358016099	ENST00000381151	SLC5A3	solute carrier family 5 member 3	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	cellular_component
59.9649955402343	-0.874031603965401	0.321547862508837	-2.71820063472317	0.00656380230846287	0.0391562720544167	ENST00000639670	ZBTB4	zinc finger and BTB domain containing 4	protein binding	Binding to a protein.	molecular_function
301.101209517671	0.34011080271306	0.0897229376025583	3.79067841291191	0.000150236370468496	0.00184336317024833	ENST00000643490	POLR2A	RNA polymerase II subunit A	DNA binding	Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).	molecular_function
